ID,NombreEmpleado,Departamento,Cargo,Oficina,TipoContrato,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,LogSalarioTotal,OvertimeRatio,BeneficiosRatio,ExtraVsBase,BeneficiosVsSalario,KMeans_Cluster,DBSCAN_Cluster,Anomaly_IF,Anomaly_LOF,Anomalia_Ambos_Modelos
3904,Paula Gabriela Mendoza Delgado,Finanzas,Controller Financiero,Planta Industrial (Matriz),Part-Time,3889,1287.0,94,393.0,5270,5663,8.569975376855206,0.3308483290488432,0.07455890722822994,0.3308483290488432,0.10102827763496144,0,0,Normal,Normal,No
3905,Camila Patricia Torres Ramirez,Comercial / Ventas,Key Account Manager,Centros de Distribucion,Full-Time,2262,1229.0,163,1415.0,3654,5069,8.203851372183879,0.5430844012372956,0.387140902872777,0.5430844012372956,0.6252761820592134,3,0,Normal,Normal,No
3906,Valentina Silvia Rodriguez Gonzalez,People (RRHH),Reclutador (Trainee),Oficinas Administrativas,,3883,568.0,64,524.0,4515,5039,8.415381925269553,0.1462409886714727,0.11603188662533215,0.1462409886714727,0.1349124613800206,0,0,Normal,Normal,No
3907,Fernando Ricardo Castro Ramirez,Marketing,Trade Marketing,Oficina Regional,Full-Time,2631,987.0,380,964.0,3998,4962,8.293799608846818,0.375,0.24106026506626657,0.375,0.3662613981762918,3,0,Normal,Normal,No
3908,Monica Laura Vargas Vargas,Sostenibilidad,Coordinador de Agro,Oficinas Administrativas,Part-Time,1478,424.0,99,280.0,2001,2281,7.601901959875166,0.28668018931710615,0.13986013986013987,0.28668018931710615,0.18931710615280595,3,0,Normal,Normal,No
3909,Natalia Valentina Martinez Sanchez,People (RRHH),Reclutador (Trainee),Planta Industrial,Part-Time,4870,566.0,658,774.0,6094,6868,8.715224041915372,0.11619790597413263,0.1269893355209188,0.11619790597413263,0.15889960993635804,0,0,Normal,Normal,No
3910,Natalia Lucia Flores Ortega,Comercial / Ventas,Preventista (BEES),Planta Industrial,Full-Time,4972,457.0,836,794.0,6265,7059,8.742893471512136,0.09189623969434949,0.12671560804340887,0.09189623969434949,0.15966217574904484,0,0,Normal,Normal,No
3911,Julio Victor Flores Delgado,Operaciones (Supply),Analista de Calidad,Planta Industrial,Part-Time,1265,1159.0,545,551.0,2969,3520,7.996317231796746,0.915481832543444,0.18552188552188553,0.915481832543444,0.4352290679304897,2,0,Normal,Normal,No
3912,Victor Mario Garcia Gonzalez,Logistica,Planificador de Demanda,Oficinas Administrativas,Full-Time,3769,1318.0,112,511.0,5199,5710,8.556413904569519,0.3496021220159151,0.09826923076923078,0.3496021220159151,0.13554376657824935,0,0,Normal,Normal,No
3913,Juan Alberto Rodriguez Ortega,Operaciones (Supply),Maestro Cervecero,Planta Industrial,Part-Time,1790,770.0,913,849.0,3473,3473,8.153061946801051,0.42992741485203795,0.24438687392055267,0.42992741485203795,0.474036850921273,3,0,Normal,Normal,No
3914,Carmen Daniela Flores Mendoza,Sostenibilidad,Coordinador de Agro,Centros de Distribucion,,4738,1307.0,770,1446.0,6815,8261,8.827028068509152,0.2757965815572906,0.21214788732394366,0.2757965815572906,0.30512766406414854,0,0,Normal,Normal,No
3915,Claudia Andrea Morales Suarez,Logistica,Planificador de Demanda,Oficina Regional,Part-Time,3899,625.0,994,1468.0,5518,6986,8.615951963439501,0.16025641025641027,0.2659902156187715,0.16025641025641027,0.3764102564102564,0,0,Normal,Normal,No
3916,Miguel Juan Perez Martinez,Logistica,Gestor de Flota,Planta Industrial,Full-Time,3069,151.0,470,743.0,3690,4433,8.213652703029998,0.049185667752443,0.20130046057978868,0.049185667752443,0.24201954397394138,0,0,Normal,Normal,No
3917,Hugo Alberto Diaz Ortega,Sostenibilidad,Coordinador de Agro,Oficinas Administrativas,Part-Time,2298,1307.0,388,1095.0,3993,5088,8.29254851397576,0.5685080469769465,0.27416124186279417,0.5685080469769465,0.47629404088734234,3,0,Normal,Normal,No
3918,Veronica Rosa Delgado Rojas,People (RRHH),Reclutador (Trainee),Centros de Distribucion,Full-Time,2571,363.0,728,1473.0,3662,5135,8.206037762778815,0.1411353032659409,0.4021294021294021,0.1411353032659409,0.5727060653188181,3,0,Normal,Normal,No
3919,Andres Julio Ortega Garcia,Operaciones (Supply),Operador de Envasado,Centros de Distribucion,,4733,753.0,568,480.0,6054,6534,8.708639655987193,0.1590621039290241,0.07927332782824112,0.1590621039290241,0.10139416983523447,0,0,Normal,Normal,No
3920,Diego Fernando Delgado Martinez,People (RRHH),Business Partner,Planta Industrial,,4963,338.0,197,1136.0,5498,6634,8.612321536507814,0.06809024979854955,0.2065830150936534,0.06809024979854955,0.22884770346494762,0,0,Normal,Normal,No
3921,Natalia Maria Herrera Flores,Finanzas,Controller Financiero,Oficina Regional,Full-Time,2806,348.0,226,638.0,3380,4018,8.125926802707886,0.1239757748485928,0.18870156758355516,0.1239757748485928,0.22728892055575348,0,0,Normal,Normal,No
3922,Claudia Sofia Herrera Garcia,Comercial / Ventas,Preventista (BEES),Planta Industrial,Full-Time,2735,821.0,122,599.0,3678,4277,8.210396255104774,0.30007309941520466,0.16281598260396846,0.30007309941520466,0.2189327485380117,0,0,Normal,Normal,No
3923,Andres Fernando Herrera Flores,Operaciones (Supply),Analista de Calidad,Oficinas Administrativas,Full-Time,2359,531.0,17,565.0,2907,3472,7.97522083865341,0.225,0.19429160935350756,0.225,0.23940677966101695,3,0,Normal,Normal,No
3924,Maria Andrea Perez Ramirez,Tecnologia (Tech),Analista de Datos,Planta Industrial,Full-Time,1818,323.0,968,298.0,3109,3407,8.04237800517328,0.17757009345794392,0.09581993569131833,0.17757009345794392,0.16382627817482134,0,0,Normal,Normal,No
3925,Paula Laura Gonzalez Torres,Finanzas,Controller Financiero,Planta Industrial,Part-Time,2518,417.0,366,602.0,3301,3903,8.102283624480073,0.16554188169908693,0.1823137492428831,0.16554188169908693,0.2389837236998809,0,0,Normal,Normal,No
3926,Monica Daniela Flores Diaz,Sostenibilidad,Coordinador de Agro,Planta Industrial (Matriz),Full-Time,2790,1056.0,765,1216.0,4611,5827,8.436416881388949,0.37835901110713005,0.26366001734605377,0.37835901110713005,0.4356861340021498,3,0,Normal,Normal,No
3927,Ricardo Fernando Torres Ortega,Comercial / Ventas,Key Account Manager,Centros de Distribucion,Full-Time,2322,1178.0,942,1439.0,4442,5881,8.399085102935908,0.5071028842014637,0.32388026108485257,0.5071028842014637,0.6194575979337064,3,0,Normal,Normal,No
3928,Eduardo Carlos Garcia Torres,Tecnologia (Tech),Analista de Datos,Centros de Distribucion,Full-Time,2022,1312.0,938,1073.0,4272,5345,8.360071435644025,0.6485417696490361,0.25111163117247837,0.6485417696490361,0.5304003954522986,3,0,Normal,Normal,No
3929,Pedro Andres Vargas Rodriguez,Logistica,Planificador de Demanda,Centros de Distribucion,Part-Time,4437,1469.0,809,892.0,6715,7607,8.812248018197431,0.3310049571879225,0.13281715306730196,0.3310049571879225,0.20099143758449753,0,0,Normal,Normal,No
3930,Silvia Andrea Flores Ramirez,Marketing,Brand Manager,Planta Industrial,Part-Time,1499,603.0,374,757.0,2476,3233,7.814803429489359,0.402,0.30561162696810656,0.402,0.5046666666666667,3,0,Normal,Normal,No
3931,Fernando Luis Herrera Lopez,Comercial / Ventas,Preventista (BEES),Centros de Distribucion,Part-Time,3644,589.0,692,1075.0,4925,6000,8.502282578680484,0.1615912208504801,0.21822980105562323,0.1615912208504801,0.29492455418381347,0,0,Normal,Normal,No
3932,Carlos Miguel Torres Gonzalez,Marketing,Trade Marketing,Oficinas Administrativas,Part-Time,4942,795.0,818,597.0,5760,6357,8.658866349732383,0.16083350192190976,0.10362784238847422,0.16083350192190976,0.12077685616022658,0,0,Normal,Normal,No
3933,Fernando Victor Garcia Ramirez,Logistica,Gestor de Flota,Oficinas Administrativas,Part-Time,2659,790.0,28,1272.0,3477,4749,8.154212694914229,0.29699248120300753,0.36572742955721677,0.29699248120300753,0.4781954887218045,3,0,Normal,Normal,No
3934,Hugo Jose Rodriguez Martinez,Logistica,Gestor de Flota,Planta Industrial,Part-Time,3173,1127.0,377,794.0,4677,5471,8.450625947144124,0.35507246376811596,0.16973065412569474,0.35507246376811596,0.25015752993068685,0,0,Normal,Normal,No
3935,Monica Silvia Castro Herrera,Comercial / Ventas,Key Account Manager,Centros de Distribucion,Full-Time,2528,965.0,103,441.0,3596,4037,8.187855443695623,0.3815737445630684,0.12260216847372811,0.3815737445630684,0.17437722419928825,0,0,Normal,Normal,No
3936,Raul Diego Diaz Rojas,Finanzas,Controller Financiero,Centros de Distribucion,Full-Time,3671,1339.0,826,255.0,5836,6091,8.671972245203792,0.36465141612200436,0.043686825424019186,0.36465141612200436,0.06944444444444445,0,0,Normal,Normal,No
3937,Victor Juan Diaz Suarez,Sostenibilidad,Coordinador de Agro,Planta Industrial,Full-Time,3870,795.0,150,1362.0,4020,5382,8.299285906897275,0.2053732885559287,0.3387217110171599,0.2053732885559287,0.3518470679411005,3,0,Normal,Normal,No
3938,Pedro Mario Flores Martinez,People (RRHH),Reclutador (Trainee),Oficina Regional,Part-Time,2918,146.0,796,1249.0,3860,5109,8.258681496264236,0.050017129153819805,0.3234913234913235,0.050017129153819805,0.42788626241863653,3,0,Normal,Normal,No
3939,Elena Paula Delgado Torres,Marketing,Brand Manager,Oficinas Administrativas,Full-Time,2216,248.0,270,1046.0,2734,3780,7.913886714856082,0.11186287776274244,0.3824497257769653,0.11186287776274244,0.471808750563825,3,0,Normal,Normal,No
3940,Alberto Eduardo Lopez Martinez,Logistica,Gestor de Flota,Oficinas Administrativas,Full-Time,2104,1158.0,257,1311.0,3519,4830,8.166216268592143,0.5501187648456057,0.3724431818181818,0.5501187648456057,0.6228028503562946,3,0,Normal,Normal,No
3941,Camila Rosa Herrera Lopez,Logistica,Gestor de Flota,Centros de Distribucion,Part-Time,1020,862.0,890,618.0,2772,3390,7.927685045615778,0.8442703232125367,0.22286332491886043,0.8442703232125367,0.6052889324191969,2,0,Normal,Normal,No
3942,Raul Victor Suarez Herrera,Logistica,Gestor de Flota,Centros de Distribucion,Full-Time,4087,583.0,728,496.0,5398,5894,8.593969030218288,0.14261252446183953,0.0918688646045564,0.14261252446183953,0.12133072407045009,0,0,Normal,Normal,No
3943,Daniela Patricia Castro Garcia,People (RRHH),Business Partner,Centros de Distribucion,Full-Time,1143,292.0,389,705.0,1824,2529,7.509335266016592,0.25524475524475526,0.3863013698630137,0.25524475524475526,0.6162587412587412,1,0,Normal,Normal,No
3944,Claudia Laura Ortega Ortega,People (RRHH),Reclutador (Trainee),Oficinas Administrativas,Full-Time,3271,431.0,302,797.0,4004,4801,8.29529885950246,0.13172371638141808,0.1990012484394507,0.13172371638141808,0.24358190709046454,0,0,Normal,Normal,No
3945,Ana Laura Ramirez Gonzalez,Comercial / Ventas,Key Account Manager,Oficina Regional,Part-Time,3364,912.0,948,578.0,5224,5802,8.561210076833012,0.27102526002971766,0.110622009569378,0.27102526002971766,0.17176820208023774,0,0,Normal,Normal,No
3946,Luis Diego Sanchez Flores,Marketing,Trade Marketing,Oficinas Administrativas,Full-Time,2457,420.0,494,226.0,3371,3597,8.123261319121745,0.1708706265256306,0.06702253855278767,0.1708706265256306,0.0919446704637917,0,0,Normal,Normal,No
3947,Sergio Fernando Flores Garcia,Operaciones (Supply),Maestro Cervecero,Centros de Distribucion,,4548,230.0,612,1069.0,5390,6459,8.592486175451668,0.05056056276104638,0.1982934520497125,0.05056056276104638,0.23499670257199384,0,0,Normal,Normal,No
3948,Lucia Veronica Garcia Rojas,Comercial / Ventas,Key Account Manager,Oficina Regional,Part-Time,3072,551.0,880,417.0,4503,4920,8.412721169819527,0.17930361210543444,0.09258436944937833,0.17930361210543444,0.1356980149690856,0,0,Normal,Normal,No
3949,Carlos Eduardo Perez Herrera,People (RRHH),Reclutador (Trainee),Planta Industrial (Matriz),Full-Time,2000,729.0,266,727.0,2995,3722,8.005033344637111,0.36431784107946025,0.24265687583444592,0.36431784107946025,0.3633183408295852,3,0,Normal,Normal,No
3950,Rosa Valentina Ramirez Garcia,Tecnologia (Tech),Analista de Datos,Planta Industrial,Part-Time,3139,266.0,16,591.0,3421,4012,8.137980454452139,0.08471337579617834,0.17270601987142023,0.08471337579617834,0.18821656050955415,0,0,Normal,Normal,No
3951,Alberto Julio Lopez Martinez,Finanzas,Controller Financiero,Oficina Regional,Full-Time,1473,497.0,67,663.0,2037,2700,7.61972421378267,0.33717774762550884,0.3253189401373896,0.33717774762550884,0.4497964721845319,3,0,Normal,Normal,No
3952,Laura Carmen Herrera Suarez,Finanzas,Controller Financiero,Oficinas Administrativas,,1848,334.0,22,1061.0,2204,3265,7.6984827878809465,0.18063818280151434,0.4811791383219955,0.18063818280151434,0.5738236884802596,1,0,Normal,Normal,No
3953,Sofia Daniela Martinez Suarez,Marketing,Trade Marketing,Centros de Distribucion,Part-Time,870,522.0,380,998.0,1772,2770,7.480428306074208,0.5993111366245695,0.562887760857304,0.5993111366245695,1.1458094144661308,1,0,Normal,Normal,No
3954,Laura Valentina Sanchez Garcia,Marketing,Trade Marketing,Planta Industrial (Matriz),,4885,1051.0,966,721.0,6902,7623,8.839711378703475,0.21510437986082684,0.10444734173547733,0.21510437986082684,0.14756446991404013,0,0,Normal,Normal,No
3955,Ricardo Sergio Garcia Vargas,Operaciones (Supply),Analista de Calidad,Centros de Distribucion,Part-Time,4114,1013.0,244,1152.0,5371,6523,8.588955557643128,0.24617253948967194,0.2144452717795979,0.24617253948967194,0.279951397326853,0,0,Normal,Normal,No
3956,Lucia Carmen Torres Suarez,Marketing,Brand Manager,Planta Industrial (Matriz),,965,1212.0,569,222.0,2746,2968,7.918264686095274,1.2546583850931676,0.08081543502002184,1.2546583850931676,0.22981366459627328,2,0,Anomalía,Normal,No
3957,Monica Monica Castro Flores,Comercial / Ventas,Preventista (BEES),Planta Industrial (Matriz),Full-Time,4016,299.0,669,545.0,4984,5529,8.514188682395938,0.0744336569579288,0.10932798395185557,0.0744336569579288,0.13567338810057256,0,0,Normal,Normal,No
3958,Sergio Juan Garcia Torres,Operaciones (Supply),Operador de Envasado,Centros de Distribucion,Full-Time,2302,1080.0,130,849.0,3512,3512,8.164225652265827,0.46895353886235347,0.24167378309137488,0.46895353886235347,0.3686495874945723,3,0,Normal,Normal,No
3959,Raul Diego Delgado Gonzalez,Sostenibilidad,Coordinador de Agro,Oficinas Administrativas,,3133,1211.0,987,473.0,5331,5804,8.5814816812986,0.3864071474154435,0.08870967741935484,0.3864071474154435,0.15092533503509892,0,0,Normal,Normal,No
3960,Victor Miguel Garcia Delgado,Logistica,Planificador de Demanda,Planta Industrial (Matriz),Full-Time,4741,957.0,885,1423.0,6583,8006,8.792397742356906,0.2018135807676086,0.2161300121506683,0.2018135807676086,0.30008435259384225,0,0,Normal,Normal,No
3961,Ana Daniela Herrera Rodriguez,Operaciones (Supply),Maestro Cervecero,Centros de Distribucion,Full-Time,1404,555.0,402,1193.0,2361,3554,7.767263996757308,0.39501779359430605,0.5050804403048265,0.39501779359430605,0.8491103202846975,1,0,Normal,Normal,No
3962,Natalia Monica Morales Castro,Logistica,Gestor de Flota,Centros de Distribucion,Full-Time,3550,685.0,967,455.0,5202,5657,8.556990661290303,0.19290340749084764,0.0874495483374976,0.19290340749084764,0.12813292030413967,0,0,Normal,Normal,No
3963,Claudia Carmen Delgado Sanchez,Comercial / Ventas,Preventista (BEES),Oficina Regional,Full-Time,4394,1215.0,769,1023.0,6378,7401,8.760766624241956,0.2764505119453925,0.16036996394419187,0.2764505119453925,0.23276450511945393,0,0,Normal,Normal,No
3964,Ricardo Victor Suarez Vargas,Logistica,Planificador de Demanda,Planta Industrial (Matriz),Part-Time,1435,965.0,850,485.0,3250,3735,8.086717920303906,0.6720055710306406,0.14918486619501692,0.6720055710306406,0.33774373259052926,3,0,Normal,Normal,No
3965,Gabriela Sofia Mendoza Morales,Operaciones (Supply),Analista de Calidad,Oficina Regional,Part-Time,3113,862.0,524,652.0,4499,5151,8.411832675758411,0.27681438664097624,0.1448888888888889,0.27681438664097624,0.20937700706486834,0,0,Normal,Normal,No
3966,Patricia Monica Lopez Delgado,Operaciones (Supply),Analista de Calidad,Planta Industrial (Matriz),Full-Time,1727,1405.0,226,849.0,3358,3358,8.119398589612294,0.8130787037037037,0.25275379577255136,0.8130787037037037,0.4913194444444444,2,0,Normal,Normal,No
3967,Camila Ana Vargas Flores,Finanzas,Controller Financiero,Planta Industrial,Part-Time,4500,841.0,102,1359.0,5443,6802,8.602269363771356,0.18684736725172185,0.24963262307127113,0.18684736725172185,0.3019329037991557,0,0,Normal,Normal,No
3968,Patricia Veronica Ortega Gonzalez,Operaciones (Supply),Operador de Envasado,Planta Industrial,Full-Time,2635,1365.0,338,392.0,4338,4730,8.37539918579835,0.5178300455235205,0.09034339709610509,0.5178300455235205,0.14871016691957512,0,0,Normal,Normal,No
3969,Valentina Andrea Morales Flores,Logistica,Planificador de Demanda,Centros de Distribucion,,4642,810.0,612,1235.0,6064,7299,8.71028982137815,0.1744561705793668,0.20362737015663643,0.1744561705793668,0.265991815636442,0,0,Normal,Normal,No
3970,Victor Victor Flores Rodriguez,Logistica,Gestor de Flota,Oficina Regional,Full-Time,4704,1297.0,784,272.0,6785,7057,8.822616945344176,0.27566418703506906,0.04008252284114353,0.27566418703506906,0.057810839532412325,0,0,Normal,Normal,No
3971,Lucia Laura Suarez Gonzalez,People (RRHH),Business Partner,Oficina Regional,Part-Time,3338,454.0,32,373.0,3824,4197,8.249313746260636,0.13596885294998504,0.09751633986928104,0.13596885294998504,0.11171009284216832,0,0,Normal,Normal,No
3972,Fernando Alberto Herrera Rojas,Logistica,Planificador de Demanda,Oficinas Administrativas,Full-Time,3452,783.0,353,1329.0,4588,5917,8.431417414394833,0.22675933970460468,0.2896055785574199,0.22675933970460468,0.3848827106863597,0,0,Normal,Normal,No
3973,Lucia Daniela Ramirez Rodriguez,Operaciones (Supply),Operador de Envasado,Oficinas Administrativas,,2230,999.0,424,799.0,3653,4452,8.203577736937952,0.44778126400717166,0.21866447728516694,0.44778126400717166,0.3581353653070372,3,0,Normal,Normal,No
3974,Luis Alberto Rodriguez Lopez,Comercial / Ventas,Preventista (BEES),Centros de Distribucion,Full-Time,857,1059.0,80,849.0,1996,1996,7.599401333415815,1.2342657342657342,0.42513770655983973,1.2342657342657342,0.9895104895104895,2,0,Anomalía,Normal,No
3975,Laura Andrea Garcia Sanchez,People (RRHH),Business Partner,Planta Industrial (Matriz),Part-Time,3662,1454.0,978,1491.0,6094,7585,8.715224041915372,0.39694239694239697,0.2446267432321575,0.39694239694239697,0.407043407043407,0,0,Normal,Anomalía,No
3976,Veronica Andrea Perez Gonzalez,Operaciones (Supply),Maestro Cervecero,Planta Industrial (Matriz),Part-Time,3669,1067.0,747,1221.0,5483,6704,8.609590040682205,0.2907356948228883,0.22264770240700218,0.2907356948228883,0.33269754768392373,0,0,Normal,Normal,No
3977,Silvia Veronica Lopez Castro,Operaciones (Supply),Analista de Calidad,Planta Industrial,,1262,393.0,676,607.0,2331,2938,7.754481547470383,0.31116389548693585,0.2602915951972556,0.31116389548693585,0.4806017418844022,3,0,Normal,Normal,No
3978,Juan Julio Lopez Ortega,Operaciones (Supply),Maestro Cervecero,Planta Industrial (Matriz),Part-Time,3515,1485.0,469,615.0,5469,6084,8.607033895416027,0.42235494880546076,0.11243144424131626,0.42235494880546076,0.17491467576791808,0,0,Normal,Normal,No
3979,Diego Sergio Martinez Morales,People (RRHH),Reclutador (Trainee),Centros de Distribucion,Full-Time,2234,1077.0,637,452.0,3948,4400,8.28121766128665,0.4818791946308725,0.11445935679918967,0.4818791946308725,0.20223713646532437,3,0,Normal,Normal,No
3980,Victor Andres Morales Sanchez,Sostenibilidad,Coordinador de Agro,Planta Industrial,Part-Time,1760,1339.0,165,426.0,3264,3690,8.09101504171053,0.7603634298693924,0.13047473200612558,0.7603634298693924,0.24190800681431004,3,0,Normal,Normal,No
3981,Veronica Sofia Garcia Ortega,Finanzas,Controller Financiero,Oficinas Administrativas,,3825,570.0,729,936.0,5124,6060,8.54188580400661,0.14898065865133298,0.1826341463414634,0.14898065865133298,0.24464192368008364,0,0,Normal,Normal,No
3982,Carmen Carmen Ramirez Suarez,Logistica,Planificador de Demanda,Planta Industrial (Matriz),Part-Time,2435,1188.0,228,659.0,3851,4510,8.256347772918016,0.4876847290640394,0.17107995846313603,0.4876847290640394,0.2705254515599343,3,0,Normal,Normal,No
3983,Laura Laura Vargas Ramirez,Comercial / Ventas,Key Account Manager,Planta Industrial,Part-Time,1257,470.0,36,460.0,1763,2223,7.475339236566737,0.37360890302066774,0.26077097505668934,0.37360890302066774,0.3656597774244833,3,0,Normal,Normal,No
3984,Ricardo Juan Flores Ramirez,Operaciones (Supply),Analista de Calidad,Oficina Regional,Part-Time,1084,1298.0,450,335.0,2832,3167,7.949091499830517,1.1963133640552996,0.11824920578891635,1.1963133640552996,0.3087557603686636,2,0,Anomalía,Normal,No
3985,Victor Ricardo Ramirez Sanchez,Logistica,Planificador de Demanda,Oficinas Administrativas,Part-Time,1796,994.0,193,756.0,2983,3739,8.001019961323651,0.5531441291040623,0.25335120643431636,0.5531441291040623,0.42070116861435725,3,0,Normal,Normal,No
3986,Victor Pedro Morales Mendoza,Marketing,Brand Manager,Planta Industrial (Matriz),Full-Time,4042,1391.0,276,1276.0,5709,6985,8.649974302650056,0.3440514469453376,0.2234676007005254,0.3440514469453376,0.31560722235963395,0,0,Normal,Normal,No
3987,Pedro Alberto Morales Ortega,Logistica,Gestor de Flota,Planta Industrial,,3163,1100.0,789,205.0,5052,5257,8.527737405291909,0.347661188369153,0.04056995844053038,0.347661188369153,0.06479140328697851,0,0,Normal,Normal,No
3988,Andres Julio Martinez Rodriguez,Comercial / Ventas,Preventista (BEES),Oficinas Administrativas,,1948,1216.0,519,1337.0,3683,5020,8.211754397375197,0.6239096972806567,0.36292073832790445,0.6239096972806567,0.6859928168291431,3,0,Normal,Normal,No
3989,Andres Alberto Vargas Diaz,Comercial / Ventas,Key Account Manager,Planta Industrial,Full-Time,3444,1234.0,495,616.0,5173,5789,8.551401362745974,0.358200290275762,0.11905682257441051,0.358200290275762,0.17880986937590712,0,0,Normal,Normal,No
3990,Andres Carlos Vargas Flores,Comercial / Ventas,Preventista (BEES),Oficinas Administrativas,,4239,989.0,392,1146.0,5620,6766,8.634264863002075,0.23325471698113207,0.20387831346735455,0.23325471698113207,0.27028301886792455,0,0,Normal,Normal,No
3991,Jorge Mario Vargas Perez,Operaciones (Supply),Maestro Cervecero,Planta Industrial (Matriz),Part-Time,2954,933.0,409,849.0,4296,4296,8.365672383774996,0.31573604060913707,0.19757970677216663,0.31573604060913707,0.28730964467005077,0,0,Normal,Normal,No
3992,Ana Patricia Lopez Castro,Sostenibilidad,Coordinador de Agro,Oficinas Administrativas,,900,833.0,419,910.0,2152,3062,7.674617497364363,0.9245283018867925,0.42266604737575475,0.9245283018867925,1.0099889012208656,2,0,Normal,Normal,No
3993,Valentina Camila Gonzalez Ortega,Logistica,Planificador de Demanda,Planta Industrial (Matriz),Part-Time,1872,1405.0,193,491.0,3470,3961,8.152198015861787,0.7501334757074213,0.1414577931431864,0.7501334757074213,0.2621462893753337,3,0,Normal,Normal,No
3994,Claudia Paula Herrera Ramirez,Finanzas,Controller Financiero,Centros de Distribucion,Full-Time,1587,750.0,951,234.0,3288,3522,8.098338846189057,0.4722921914357683,0.07114624505928854,0.4722921914357683,0.1473551637279597,3,0,Normal,Normal,No
3995,Fernando Jorge Sanchez Herrera,Comercial / Ventas,Preventista (BEES),Oficina Regional,,4489,1034.0,649,511.0,6172,6683,8.727940222393896,0.23028953229398663,0.08277984772395917,0.23028953229398663,0.11380846325167038,0,0,Normal,Normal,No
3996,Maria Silvia Suarez Vargas,Sostenibilidad,Coordinador de Agro,Oficinas Administrativas,Full-Time,4679,1440.0,470,825.0,6589,7414,8.793308627496552,0.3076923076923077,0.1251896813353566,0.3076923076923077,0.1762820512820513,0,0,Normal,Normal,No
3997,Hugo Jose Castro Herrera,Logistica,Gestor de Flota,Planta Industrial (Matriz),Part-Time,2532,848.0,592,933.0,3972,4905,8.287276755814599,0.3347808922226609,0.23483513717593757,0.3347808922226609,0.36833793920252667,3,0,Normal,Normal,No
3998,Monica Camila Suarez Suarez,Marketing,Brand Manager,Oficina Regional,,3320,154.0,413,479.0,3887,4366,8.265650165580329,0.04637157482685938,0.12319958847736626,0.04637157482685938,0.14423366455886782,0,0,Normal,Normal,No
3999,Veronica Patricia Sanchez Ramirez,Operaciones (Supply),Operador de Envasado,Planta Industrial,Full-Time,1625,208.0,480,315.0,2313,2628,7.746732907753622,0.12792127921279212,0.13612791702679344,0.12792127921279212,0.1937269372693727,3,0,Normal,Normal,No
4000,Mario Eduardo Herrera Lopez,Marketing,Brand Manager,Oficinas Administrativas,Full-Time,4986,522.0,234,427.0,5742,6169,8.655737000864297,0.10467214758371766,0.07435138429392303,0.10467214758371766,0.08562261880890315,0,0,Normal,Normal,No
4001,Ana Ana Sanchez Morales,Finanzas,Controller Financiero,Oficina Regional,Part-Time,3308,245.0,861,912.0,4414,5326,8.392763113038061,0.07404049561801149,0.20656851642129107,0.07404049561801149,0.2756119673617407,0,0,Normal,Normal,No
4002,Laura Gabriela Ramirez Rojas,Logistica,Planificador de Demanda,Oficinas Administrativas,Full-Time,4095,762.0,583,572.0,5440,6012,8.601718146485926,0.18603515625,0.10512773387244992,0.18603515625,0.1396484375,0,0,Normal,Normal,No
4003,Diego Jose Suarez Suarez,Logistica,Gestor de Flota,Planta Industrial (Matriz),Part-Time,2379,1404.0,470,433.0,4253,4686,8.355614995760183,0.5899159663865546,0.10178655383168782,0.5899159663865546,0.1819327731092437,3,0,Normal,Normal,No
4004,Valentina Carmen Suarez Lopez,Finanzas,Controller Financiero,Oficina Regional,Full-Time,1278,492.0,277,1233.0,2047,3280,7.6246189861593985,0.3846755277560594,0.60205078125,0.3846755277560594,0.9640344018764659,1,0,Normal,Normal,No
4005,Patricia Natalia Perez Garcia,Tecnologia (Tech),Analista de Datos,Planta Industrial,Part-Time,2238,467.0,797,453.0,3502,3955,8.161375023197486,0.2085752568110764,0.129317727662004,0.2085752568110764,0.2023224653863332,0,0,Normal,Normal,No
4006,Carmen Silvia Herrera Delgado,Operaciones (Supply),Maestro Cervecero,Oficina Regional,,3677,1440.0,7,1100.0,5124,6224,8.54188580400661,0.3915171288743883,0.2146341463414634,0.3915171288743883,0.29907558455682437,0,0,Normal,Normal,No
4007,Claudia Daniela Rodriguez Torres,People (RRHH),Reclutador (Trainee),Oficinas Administrativas,Part-Time,2590,1130.0,13,1023.0,3733,4756,8.225235324101668,0.4361250482439213,0.2739689341189073,0.4361250482439213,0.39482825164029334,3,0,Normal,Normal,No
4008,Ricardo Andres Ramirez Vargas,Comercial / Ventas,Preventista (BEES),Oficina Regional,Part-Time,2184,1048.0,768,574.0,4000,4574,8.294299608857235,0.4796338672768879,0.14346413396650837,0.4796338672768879,0.26270022883295197,3,0,Normal,Normal,No
4009,Valentina Andrea Herrera Mendoza,Operaciones (Supply),Analista de Calidad,Planta Industrial (Matriz),Full-Time,1984,343.0,848,600.0,3175,3775,8.063377822367027,0.17279596977329975,0.1889168765743073,0.17279596977329975,0.3022670025188917,3,0,Normal,Normal,No
4010,Juan Jose Garcia Gonzalez,Finanzas,Controller Financiero,Planta Industrial (Matriz),Part-Time,1818,1458.0,372,1078.0,3648,4726,8.202208436436448,0.8015393073117097,0.29542340367223896,0.8015393073117097,0.5926333150082463,2,0,Normal,Normal,No
