ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato
3568,Ana Sofia Rodriguez Mendoza,Comercial / Ventas,Key Account Manager,1298,612,726,1263,2636,3899,2025,,Planta Industrial,
3569,Jorge Sergio Perez Rodriguez,People (RRHH),Reclutador (Trainee),2704,430,290,360,3424,3784,2025,,Centros de Distribucion,Full-Time
3570,Rafael Raul Suarez Suarez,Logistica,Planificador de Demanda,3805,486,723,1100,5014,6114,2025,,Oficina Regional,Part-Time
3571,Daniela Ana Vargas Morales,Marketing,Trade Marketing,3567,1320,107,917,4994,5911,2025,,Centros de Distribucion,Part-Time
3572,Camila Rosa Ramirez Lopez,Logistica,Gestor de Flota,870,985,304,1150,2159,3309,2025,,Planta Industrial,Full-Time
3573,Ana Laura Rojas Suarez,Marketing,Trade Marketing,4535,314,445,941,5294,6235,2025,,Oficinas Administrativas,Full-Time
3574,Daniela Andrea Gonzalez Castro,Operaciones (Supply),Operador de Envasado,1435,862,85,920,2382,3302,2025,,Oficinas Administrativas,Full-Time
3575,Claudia Ana Rojas Morales,Comercial / Ventas,Preventista (BEES),2420,1275,648,922,4343,5265,2025,,Planta Industrial (Matriz),Part-Time
3576,Lucia Carmen Ortega Lopez,People (RRHH),Reclutador (Trainee),3739,459,627,443,4825,5268,2025,,Planta Industrial,Full-Time
3577,Hugo Jorge Castro Diaz,Marketing,Brand Manager,4669,380,901,606,5950,6556,2025,,Planta Industrial,Part-Time
3578,Andres Pedro Sanchez Gonzalez,Comercial / Ventas,Preventista (BEES),1586,940,267,428,2793,3221,2025,,Centros de Distribucion,Full-Time
3579,Juan Raul Rodriguez Ramirez,Tecnologia (Tech),Analista de Datos,4397,571,164,1179,5132,6311,2025,,Oficina Regional,Full-Time
3580,Maria Camila Mendoza Herrera,Logistica,Planificador de Demanda,1143,743,855,1125,2741,3866,2025,,Planta Industrial (Matriz),Full-Time
3581,Veronica Rosa Martinez Diaz,People (RRHH),Reclutador (Trainee),3428,312,952,,4692,4692,2025,,Centros de Distribucion,Full-Time
3582,Lucia Elena Martinez Vargas,Marketing,Trade Marketing,2989,765,667,243,4421,4664,2025,,Oficinas Administrativas,Part-Time
3583,Daniela Maria Morales Rojas,Sostenibilidad,Coordinador de Agro,2720,1485,258,464,4463,4927,2025,,Planta Industrial,Part-Time
3584,Juan Sergio Ortega Rodriguez,People (RRHH),Reclutador (Trainee),3838,451,652,322,4941,5263,2025,,Oficina Regional,Part-Time
3585,Rafael Carlos Gonzalez Mendoza,Sostenibilidad,Coordinador de Agro,4896,1270,648,727,6814,7541,2025,,Oficina Regional,Full-Time
3586,Fernando Rafael Delgado Rodriguez,Tecnologia (Tech),Analista de Datos,4724,820,511,1437,6055,7492,2025,,Planta Industrial (Matriz),Full-Time
3587,Camila Sofia Castro Ortega,Marketing,Brand Manager,2078,391,119,215,2588,2803,2025,,Oficina Regional,Full-Time
3588,Silvia Andrea Castro Suarez,People (RRHH),Business Partner,1673,,415,491,2088,2579,2025,,Centros de Distribucion,Part-Time
3589,Miguel Luis Suarez Gonzalez,Finanzas,Controller Financiero,811,317,842,761,1970,2731,2025,,Oficina Regional,Full-Time
3590,Jorge Jorge Suarez Delgado,Logistica,Gestor de Flota,3026,1160,510,1453,4696,6149,2025,,Centros de Distribucion,Part-Time
3591,Jorge Victor Sanchez Perez,People (RRHH),Business Partner,4532,160,843,1046,5535,6581,2025,,Oficinas Administrativas,Full-Time
3592,Juan Fernando Gonzalez Lopez,Operaciones (Supply),Analista de Calidad,3322,221,497,470,4040,4510,2025,,Planta Industrial (Matriz),Part-Time
3593,Paula Ana Mendoza Rojas,Comercial / Ventas,Preventista (BEES),4397,258,617,333,5272,5605,2025,,Centros de Distribucion,Full-Time
3594,Diego Jorge Rodriguez Sanchez,Logistica,Planificador de Demanda,4171,968,701,606,5840,6446,2025,,Oficina Regional,Part-Time
3595,Eduardo Alberto Herrera Martinez,Comercial / Ventas,Preventista (BEES),4240,347,636,763,5223,5986,2025,,Planta Industrial,Part-Time
3596,Hugo Pedro Herrera Ortega,Tecnologia (Tech),Analista de Datos,1829,1235,181,546,3245,3791,2025,,Oficina Regional,Full-Time
3597,Mario Pedro Perez Gonzalez,Marketing,Brand Manager,3774,926,644,402,5344,5746,2025,,Oficinas Administrativas,Part-Time
3598,Valentina Valentina Delgado Ramirez,Operaciones (Supply),Operador de Envasado,1047,526,415,1363,1988,3351,2025,,Planta Industrial (Matriz),Full-Time
3599,Diego Mario Martinez Ramirez,Logistica,Gestor de Flota,1671,586,277,586,2534,3120,2025,,Planta Industrial,Full-Time
3600,Veronica Veronica Mendoza Flores,Sostenibilidad,Coordinador de Agro,2632,1214,538,1150,4384,5534,2025,,Oficina Regional,Part-Time
3601,Raul Juan Ortega Ortega,Operaciones (Supply),Analista de Calidad,2121,757,476,760,3354,4114,2025,,Centros de Distribucion,
3602,Rosa Maria Castro Gonzalez,Logistica,Planificador de Demanda,4998,853,610,1432,6461,7893,2025,,Planta Industrial (Matriz),
3603,Jorge Miguel Morales Flores,Finanzas,Controller Financiero,3874,,547,1401,4421,5822,2025,,Centros de Distribucion,Full-Time
3604,Sofia Carmen Perez Herrera,Tecnologia (Tech),Analista de Datos,1802,684,563,1014,3049,4063,2025,,Oficinas Administrativas,Full-Time
3605,Alberto Pedro Ortega Torres,Marketing,Brand Manager,4293,1028,861,939,6182,7121,2025,,Planta Industrial,Part-Time
3606,Camila Valentina Castro Garcia,Marketing,Brand Manager,2353,293,939,,3585,3585,2025,,Centros de Distribucion,Full-Time
3607,Paula Daniela Castro Delgado,Comercial / Ventas,Key Account Manager,4630,1220,997,480,6847,7327,2025,,Centros de Distribucion,
3608,Rafael Juan Perez Garcia,Marketing,Brand Manager,2870,580,89,811,3539,4350,2025,,Planta Industrial,Full-Time
3609,Victor Ricardo Ramirez Mendoza,Sostenibilidad,Coordinador de Agro,4980,1227,118,234,6325,6559,2025,,Oficinas Administrativas,Part-Time
3610,Maria Valentina Flores Gonzalez,Operaciones (Supply),Analista de Calidad,2006,258,111,545,2375,2920,2025,,Oficina Regional,Full-Time
3611,Carlos Alberto Diaz Ortega,Comercial / Ventas,Key Account Manager,2855,536,149,1418,3540,4958,2025,,Oficina Regional,Part-Time
3612,Valentina Gabriela Diaz Ortega,Marketing,Trade Marketing,2241,1317,188,1244,3746,4990,2025,,Planta Industrial (Matriz),Part-Time
3613,Lucia Claudia Rojas Ortega,Operaciones (Supply),Maestro Cervecero,1074,1460,540,568,3074,3642,2025,,Planta Industrial,Full-Time
3614,Daniela Rosa Castro Ortega,Sostenibilidad,Coordinador de Agro,1467,849,278,550,2594,3144,2025,,Oficinas Administrativas,Full-Time
3615,Daniela Lucia Herrera Castro,Tecnologia (Tech),Analista de Datos,3355,1087,233,1456,4675,6131,2025,,Centros de Distribucion,Full-Time
3616,Jose Andres Herrera Lopez,Operaciones (Supply),Analista de Calidad,1290,1089,54,814,2433,3247,2025,,Oficina Regional,Full-Time
3617,Camila Rosa Suarez Castro,People (RRHH),Reclutador (Trainee),1126,1132,682,1428,2940,4368,2025,,Planta Industrial,Part-Time
3618,Maria Lucia Garcia Martinez,Tecnologia (Tech),Analista de Datos,1419,274,569,996,2262,3258,2025,,Oficina Regional,Full-Time
3619,Ricardo Sergio Sanchez Torres,Logistica,Planificador de Demanda,2163,952,245,678,3360,4038,2025,,Planta Industrial,Part-Time
3620,Julio Alberto Rojas Perez,People (RRHH),Reclutador (Trainee),3566,1046,582,275,5194,5469,2025,,Centros de Distribucion,Part-Time
3621,Daniela Veronica Castro Flores,Logistica,Planificador de Demanda,3562,201,476,1173,4239,5412,2025,,Centros de Distribucion,Full-Time
3622,Maria Patricia Rojas Vargas,Comercial / Ventas,Preventista (BEES),3853,801,880,1271,5534,6805,2025,,Centros de Distribucion,Part-Time
3623,Eduardo Eduardo Martinez Morales,Marketing,Trade Marketing,2068,330,511,1385,2909,4294,2025,,Planta Industrial,Full-Time
3624,Valentina Rosa Mendoza Ortega,Operaciones (Supply),Analista de Calidad,994,477,979,770,2450,3220,2025,,Centros de Distribucion,Full-Time
3625,Mario Luis Sanchez Diaz,Comercial / Ventas,Preventista (BEES),4024,530,853,1106,5407,6513,2025,,Planta Industrial (Matriz),Full-Time
3626,Sergio Juan Castro Sanchez,Operaciones (Supply),Maestro Cervecero,4874,307,936,946,6117,7063,2025,,Centros de Distribucion,Full-Time
3627,Rosa Daniela Garcia Vargas,Comercial / Ventas,Preventista (BEES),4720,497,719,346,5936,6282,2025,,Centros de Distribucion,Full-Time
3628,Miguel Julio Ramirez Herrera,People (RRHH),Business Partner,2002,642,266,462,2910,3372,2025,,Planta Industrial,Part-Time
3629,Mario Carlos Diaz Castro,Operaciones (Supply),Maestro Cervecero,3548,1082,701,584,5331,5915,2025,,Planta Industrial,Part-Time
3630,Natalia Patricia Diaz Diaz,Logistica,Gestor de Flota,3229,421,296,767,3946,4713,2025,,Centros de Distribucion,Part-Time
3631,Natalia Veronica Ramirez Diaz,Marketing,Brand Manager,1920,330,207,1041,2457,3498,2025,,Centros de Distribucion,Part-Time
3632,Carmen Rosa Suarez Martinez,Operaciones (Supply),Maestro Cervecero,1589,615,604,662,2808,3470,2025,,Oficinas Administrativas,Part-Time
3633,Luis Andres Herrera Ramirez,Operaciones (Supply),Analista de Calidad,2210,153,155,1347,2518,3865,2025,,Centros de Distribucion,Full-Time
3634,Paula Gabriela Rojas Gonzalez,Finanzas,Controller Financiero,3372,641,708,891,4721,5612,2025,,Planta Industrial (Matriz),Part-Time
3635,Andres Jose Garcia Ramirez,Operaciones (Supply),Maestro Cervecero,3395,103,406,996,3904,4900,2025,,Centros de Distribucion,Part-Time
3636,Camila Sofia Perez Gonzalez,Sostenibilidad,Coordinador de Agro,2122,713,81,728,2916,3644,2025,,Planta Industrial (Matriz),Full-Time
3637,Diego Fernando Herrera Suarez,Comercial / Ventas,Preventista (BEES),3777,1024,432,1158,5233,6391,2025,,Planta Industrial,Full-Time
3638,Mario Andres Garcia Rodriguez,Finanzas,Controller Financiero,3825,917,758,,5500,5500,2025,,Planta Industrial,Full-Time
3639,Hugo Miguel Ramirez Suarez,People (RRHH),Reclutador (Trainee),2129,1499,791,1300,4419,5719,2025,,Oficina Regional,Full-Time
3640,Valentina Monica Lopez Perez,People (RRHH),Business Partner,811,574,786,387,2171,2558,2025,,Planta Industrial (Matriz),Full-Time
3641,Natalia Andrea Vargas Garcia,Logistica,Planificador de Demanda,1701,855,901,694,3457,4151,2025,,Oficina Regional,
3642,Laura Valentina Morales Torres,Comercial / Ventas,Preventista (BEES),4641,1334,839,349,6814,7163,2025,,Oficinas Administrativas,Part-Time
3643,Andrea Maria Suarez Suarez,Tecnologia (Tech),Analista de Datos,3566,583,736,1209,4885,6094,2025,,Oficina Regional,Full-Time
3644,Silvia Claudia Ortega Diaz,People (RRHH),Business Partner,4699,805,140,715,5644,6359,2025,,Oficina Regional,Part-Time
3645,Natalia Veronica Vargas Castro,Comercial / Ventas,Key Account Manager,3914,1315,49,792,5278,6070,2025,,Oficinas Administrativas,Full-Time
3646,Natalia Paula Martinez Garcia,Operaciones (Supply),Maestro Cervecero,2239,1137,56,273,3432,3705,2025,,Oficinas Administrativas,Part-Time
3647,Claudia Daniela Flores Lopez,Marketing,Brand Manager,1283,1043,606,719,2932,3651,2025,,Centros de Distribucion,Part-Time
3648,Ricardo Hugo Rojas Gonzalez,Marketing,Trade Marketing,4917,1161,440,1024,6518,7542,2025,,Centros de Distribucion,Part-Time
3649,Diego Luis Delgado Flores,Operaciones (Supply),Operador de Envasado,3877,791,657,573,5325,5898,2025,,Centros de Distribucion,Part-Time
3650,Silvia Paula Morales Delgado,Marketing,Brand Manager,1958,655,222,993,2835,3828,2025,,Planta Industrial,Part-Time
3651,Raul Juan Suarez Torres,Tecnologia (Tech),Analista de Datos,4600,207,634,559,5441,6000,2025,,Oficina Regional,Part-Time
3652,Paula Ana Torres Diaz,People (RRHH),Reclutador (Trainee),1222,268,109,961,1599,2560,2025,,Planta Industrial (Matriz),
3653,Gabriela Silvia Lopez Sanchez,Marketing,Brand Manager,3108,1056,895,1035,5059,6094,2025,,Planta Industrial (Matriz),Part-Time
3654,Claudia Natalia Sanchez Mendoza,Comercial / Ventas,Preventista (BEES),1802,1017,343,1055,3162,4217,2025,,Oficina Regional,Part-Time
3655,Jorge Carlos Perez Gonzalez,Operaciones (Supply),Analista de Calidad,4562,902,246,,5710,5710,2025,,Planta Industrial,Part-Time
3656,Daniela Valentina Herrera Sanchez,Operaciones (Supply),Operador de Envasado,4627,1196,180,511,6003,6514,2025,,Planta Industrial (Matriz),Full-Time
3657,Veronica Sofia Flores Martinez,Comercial / Ventas,Preventista (BEES),2553,786,599,263,3938,4201,2025,,Oficinas Administrativas,Part-Time
3658,Andres Victor Rodriguez Rojas,Marketing,Trade Marketing,2199,1163,535,495,3897,4392,2025,,Oficinas Administrativas,Part-Time
3659,Monica Gabriela Castro Ortega,Comercial / Ventas,Preventista (BEES),2523,663,770,474,3956,4430,2025,,Planta Industrial,Part-Time
3660,Laura Lucia Vargas Ortega,Operaciones (Supply),Maestro Cervecero,1894,965,960,,3819,3819,2025,,Planta Industrial,Full-Time
3661,Andres Diego Ramirez Diaz,Logistica,Planificador de Demanda,2311,281,581,415,3173,3588,2025,,Oficina Regional,Full-Time
3662,Veronica Daniela Delgado Rojas,Tecnologia (Tech),Analista de Datos,3258,1440,893,248,5591,5839,2025,,Planta Industrial (Matriz),Full-Time
3663,Lucia Monica Herrera Suarez,Marketing,Brand Manager,2093,573,208,987,2874,3861,2025,,Oficinas Administrativas,Part-Time
3664,Alberto Raul Torres Martinez,People (RRHH),Business Partner,3383,529,411,1412,4323,5735,2025,,Oficina Regional,Full-Time
3665,Pedro Carlos Delgado Herrera,Operaciones (Supply),Analista de Calidad,2902,800,672,1175,4374,5549,2025,,Oficinas Administrativas,Full-Time
3666,Carmen Maria Gonzalez Garcia,Tecnologia (Tech),Analista de Datos,4886,303,954,499,6143,6642,2025,,Planta Industrial,Part-Time
3667,Julio Fernando Suarez Gonzalez,Operaciones (Supply),Operador de Envasado,3148,1337,787,,5272,5272,2025,,Centros de Distribucion,Part-Time
3668,Rosa Elena Martinez Flores,Tecnologia (Tech),Analista de Datos,2121,1137,396,854,3654,4508,2025,,Planta Industrial (Matriz),Part-Time
3669,Silvia Sofia Lopez Lopez,Comercial / Ventas,Preventista (BEES),1969,1320,786,1411,4075,5486,2025,,Planta Industrial (Matriz),Part-Time
3670,Eduardo Luis Martinez Martinez,Operaciones (Supply),Analista de Calidad,3235,236,637,794,4108,4902,2025,,Centros de Distribucion,Full-Time
3671,Camila Laura Sanchez Martinez,Tecnologia (Tech),Analista de Datos,2708,1292,677,1129,4677,5806,2025,,Oficinas Administrativas,Part-Time
3672,Carmen Rosa Martinez Ramirez,Marketing,Brand Manager,4594,1116,852,1003,6562,7565,2025,,Oficinas Administrativas,Full-Time
3673,Miguel Andres Mendoza Suarez,Operaciones (Supply),Operador de Envasado,3171,861,136,788,4168,4956,2025,,Oficinas Administrativas,Full-Time
3674,Eduardo Juan Suarez Sanchez,Sostenibilidad,Coordinador de Agro,2809,1083,152,785,4044,4829,2025,,Planta Industrial,Full-Time
3675,Elena Rosa Ortega Lopez,Operaciones (Supply),Analista de Calidad,4759,452,958,416,6169,6585,2025,,Planta Industrial (Matriz),Full-Time
3676,Carlos Victor Gonzalez Garcia,Operaciones (Supply),Analista de Calidad,2809,824,127,534,3760,4294,2025,,Planta Industrial (Matriz),Full-Time
3677,Victor Julio Morales Diaz,Logistica,Gestor de Flota,4460,988,916,430,6364,6794,2025,,Centros de Distribucion,
3678,Mario Jose Ramirez Flores,Finanzas,Controller Financiero,4319,1295,721,1111,6335,7446,2025,,Planta Industrial (Matriz),Full-Time
3679,Miguel Diego Ramirez Lopez,Logistica,Gestor de Flota,2278,769,979,797,4026,4823,2025,,Planta Industrial (Matriz),Full-Time
3680,Raul Rafael Perez Suarez,Operaciones (Supply),Operador de Envasado,3268,314,423,833,4005,4838,2025,,Oficinas Administrativas,Part-Time
3681,Rafael Raul Diaz Sanchez,Sostenibilidad,Coordinador de Agro,3486,934,108,660,4528,5188,2025,,Planta Industrial,
3682,Patricia Valentina Herrera Diaz,Comercial / Ventas,Preventista (BEES),3481,535,130,1315,4146,5461,2025,,Planta Industrial,Full-Time
3683,Valentina Camila Sanchez Mendoza,People (RRHH),Business Partner,3450,912,706,200,5068,5268,2025,,Planta Industrial,Part-Time
3684,Ricardo Miguel Martinez Martinez,Operaciones (Supply),Analista de Calidad,3131,245,580,435,3956,4391,2025,,Oficinas Administrativas,Full-Time
3685,Eduardo Fernando Gonzalez Perez,Comercial / Ventas,Preventista (BEES),1655,,472,344,2127,2471,2025,,Planta Industrial (Matriz),Part-Time
3686,Carlos Jorge Gonzalez Delgado,People (RRHH),Reclutador (Trainee),2162,1167,40,212,3369,3581,2025,,Planta Industrial (Matriz),Part-Time
3687,Veronica Camila Ortega Herrera,Comercial / Ventas,Key Account Manager,3986,641,31,1160,4658,5818,2025,,Planta Industrial (Matriz),
3688,Carlos Juan Flores Gonzalez,Logistica,Gestor de Flota,2401,691,365,1011,3457,4468,2025,,Oficina Regional,
3689,Carlos Diego Ortega Lopez,Operaciones (Supply),Analista de Calidad,4249,592,448,1203,5289,6492,2025,,Centros de Distribucion,Part-Time
3690,Valentina Sofia Garcia Lopez,Marketing,Trade Marketing,2912,455,323,332,3690,4022,2025,,Centros de Distribucion,Part-Time
3691,Sofia Paula Rodriguez Ramirez,People (RRHH),Reclutador (Trainee),4690,176,659,1276,5525,6801,2025,,Centros de Distribucion,Full-Time
3692,Pedro Pedro Rodriguez Herrera,People (RRHH),Reclutador (Trainee),4865,282,817,700,5964,6664,2025,,Oficina Regional,Full-Time
3693,Silvia Daniela Castro Delgado,Operaciones (Supply),Operador de Envasado,4856,1446,868,1140,7170,8310,2025,,Oficina Regional,Full-Time
3694,Carlos Jose Suarez Castro,Logistica,Planificador de Demanda,4123,239,379,1453,4741,6194,2025,,Oficinas Administrativas,Full-Time
3695,Carmen Gabriela Garcia Martinez,Operaciones (Supply),Maestro Cervecero,3420,988,464,883,4872,5755,2025,,Oficina Regional,Full-Time
3696,Maria Andrea Martinez Martinez,Tecnologia (Tech),Analista de Datos,2094,270,729,886,3093,3979,2025,,Planta Industrial (Matriz),
3697,Natalia Patricia Ramirez Vargas,Comercial / Ventas,Preventista (BEES),2854,631,188,387,3673,4060,2025,,Oficina Regional,Part-Time
3698,Elena Patricia Torres Castro,Comercial / Ventas,Preventista (BEES),2290,546,792,668,3628,4296,2025,,Planta Industrial,Full-Time
3699,Raul Diego Flores Garcia,Operaciones (Supply),Maestro Cervecero,1032,1367,24,1350,2423,3773,2025,,Planta Industrial,
3700,Julio Victor Rodriguez Perez,Logistica,Gestor de Flota,2238,735,31,847,3004,3851,2025,,Planta Industrial,Part-Time
3701,Carlos Mario Martinez Ramirez,Logistica,Planificador de Demanda,1795,420,586,310,2801,3111,2025,,Planta Industrial (Matriz),Part-Time
3702,Raul Andres Torres Herrera,Operaciones (Supply),Operador de Envasado,1822,112,122,,2056,2056,2025,,Oficinas Administrativas,Full-Time
3703,Ricardo Alberto Rojas Flores,Tecnologia (Tech),Analista de Datos,1897,691,363,1270,2951,4221,2025,,Planta Industrial (Matriz),Full-Time
3704,Andrea Andrea Lopez Ortega,Logistica,Planificador de Demanda,4983,791,123,873,5897,6770,2025,,Oficina Regional,Full-Time
3705,Ana Daniela Herrera Torres,Operaciones (Supply),Operador de Envasado,3932,181,905,282,5018,5300,2025,,Planta Industrial,Full-Time
3706,Jose Ricardo Vargas Perez,People (RRHH),Reclutador (Trainee),1571,1234,948,671,3753,4424,2025,,Oficinas Administrativas,Part-Time
3707,Mario Sergio Ortega Ramirez,Marketing,Brand Manager,4427,454,216,1036,5097,6133,2025,,Planta Industrial (Matriz),Full-Time
3708,Alberto Miguel Perez Torres,Comercial / Ventas,Preventista (BEES),4131,150,999,886,5280,6166,2025,,Planta Industrial (Matriz),Full-Time
3709,Daniela Gabriela Sanchez Suarez,Logistica,Gestor de Flota,1379,492,917,1473,2788,4261,2025,,Planta Industrial (Matriz),Part-Time
3710,Eduardo Diego Castro Lopez,Comercial / Ventas,Preventista (BEES),4485,1380,392,412,6257,6669,2025,,Oficinas Administrativas,Part-Time
3711,Valentina Patricia Garcia Vargas,People (RRHH),Business Partner,3855,1475,252,1290,5582,6872,2025,,Oficinas Administrativas,Full-Time
3712,Carmen Ana Suarez Lopez,Marketing,Brand Manager,2969,770,472,837,4211,5048,2025,,Planta Industrial,Part-Time
3713,Veronica Lucia Sanchez Ramirez,Logistica,Gestor de Flota,2031,1415,702,665,4148,4813,2025,,Planta Industrial,Full-Time
3714,Hugo Hugo Vargas Flores,Operaciones (Supply),Operador de Envasado,1202,1005,971,750,3178,3928,2025,,Planta Industrial,Part-Time
3715,Andres Fernando Ortega Martinez,Operaciones (Supply),Analista de Calidad,3765,1332,910,659,6007,6666,2025,,Planta Industrial,Full-Time
3716,Hugo Rafael Gonzalez Rodriguez,People (RRHH),Business Partner,3727,132,470,1441,4329,5770,2025,,Oficina Regional,
3717,Silvia Laura Ortega Torres,Operaciones (Supply),Maestro Cervecero,3745,835,527,1278,5107,6385,2025,,Centros de Distribucion,Full-Time
3718,Ricardo Victor Delgado Delgado,Comercial / Ventas,Preventista (BEES),1278,891,661,343,2830,3173,2025,,Oficinas Administrativas,
3719,Laura Monica Flores Castro,Comercial / Ventas,Key Account Manager,1798,103,625,1432,2526,3958,2025,,Oficinas Administrativas,Full-Time
3720,Julio Luis Torres Rojas,Operaciones (Supply),Operador de Envasado,4274,469,951,760,5694,6454,2025,,Planta Industrial,
3721,Andres Eduardo Suarez Flores,Operaciones (Supply),Analista de Calidad,2745,880,744,932,4369,5301,2025,,Oficinas Administrativas,Full-Time
3722,Sofia Patricia Diaz Mendoza,People (RRHH),Business Partner,1855,416,19,529,2290,2819,2025,,Oficina Regional,Part-Time
3723,Andres Diego Delgado Gonzalez,Operaciones (Supply),Operador de Envasado,3263,1203,372,238,4838,5076,2025,,Planta Industrial,Full-Time
3724,Gabriela Daniela Ortega Martinez,Operaciones (Supply),Operador de Envasado,2900,916,697,1324,4513,5837,2025,,Centros de Distribucion,Part-Time
3725,Rafael Hugo Martinez Rojas,Tecnologia (Tech),Analista de Datos,3624,1191,819,,5634,5634,2025,,Oficinas Administrativas,Full-Time
3726,Silvia Andrea Castro Ortega,Comercial / Ventas,Key Account Manager,4186,289,776,1402,5251,6653,2025,,Oficinas Administrativas,Part-Time
3727,Laura Patricia Diaz Delgado,People (RRHH),Reclutador (Trainee),3768,414,203,1182,4385,5567,2025,,Planta Industrial (Matriz),Part-Time
3728,Raul Miguel Sanchez Vargas,Marketing,Trade Marketing,3775,171,754,1066,4700,5766,2025,,Planta Industrial (Matriz),Full-Time
3729,Juan Hugo Gonzalez Gonzalez,Operaciones (Supply),Operador de Envasado,881,1277,555,815,2713,3528,2025,,Oficina Regional,Part-Time
3730,Andres Rafael Ortega Lopez,People (RRHH),Business Partner,2372,711,769,430,3852,4282,2025,,Oficinas Administrativas,Part-Time
3731,Carlos Victor Flores Rojas,People (RRHH),Business Partner,2102,358,346,673,2806,3479,2025,,Planta Industrial (Matriz),
3732,Silvia Patricia Perez Lopez,People (RRHH),Business Partner,1280,1379,202,,2861,2861,2025,,Planta Industrial,Full-Time
3733,Monica Maria Rodriguez Sanchez,Operaciones (Supply),Maestro Cervecero,1853,598,731,1107,3182,4289,2025,,Planta Industrial (Matriz),Full-Time
3734,Sergio Diego Gonzalez Sanchez,Marketing,Brand Manager,2017,867,918,1386,3802,5188,2025,,Planta Industrial (Matriz),Part-Time
3735,Paula Claudia Sanchez Herrera,Sostenibilidad,Coordinador de Agro,1328,1262,557,507,3147,3654,2025,,Oficina Regional,Full-Time
3736,Julio Rafael Martinez Ramirez,Operaciones (Supply),Maestro Cervecero,2497,1344,373,1347,4214,5561,2025,,Centros de Distribucion,Full-Time
3737,Laura Paula Sanchez Castro,Comercial / Ventas,Preventista (BEES),4543,532,917,1046,5992,7038,2025,,Planta Industrial,Full-Time
3738,Sergio Alberto Ortega Lopez,Operaciones (Supply),Operador de Envasado,1457,1208,729,1477,3394,4871,2025,,Planta Industrial (Matriz),
3739,Sofia Andrea Perez Lopez,Comercial / Ventas,Key Account Manager,4372,830,477,1057,5679,6736,2025,,Centros de Distribucion,Part-Time
3740,Silvia Laura Suarez Vargas,Operaciones (Supply),Analista de Calidad,911,1063,819,233,2793,3026,2025,,Oficina Regional,Part-Time
3741,Carmen Silvia Torres Gonzalez,Marketing,Brand Manager,4612,1417,36,428,6065,6493,2025,,Planta Industrial,Full-Time
3742,Eduardo Pedro Lopez Rojas,Comercial / Ventas,Key Account Manager,2623,491,207,726,3321,4047,2025,,Centros de Distribucion,Part-Time
3743,Carlos Mario Rodriguez Vargas,Operaciones (Supply),Analista de Calidad,3158,1425,371,1326,4954,6280,2025,,Oficina Regional,Part-Time
3744,Andrea Patricia Gonzalez Rodriguez,Operaciones (Supply),Analista de Calidad,3174,980,880,1479,5034,6513,2025,,Centros de Distribucion,Full-Time
3745,Paula Patricia Torres Flores,Logistica,Gestor de Flota,1955,424,380,735,2759,3494,2025,,Oficinas Administrativas,Part-Time
3746,Hugo Ricardo Castro Suarez,Operaciones (Supply),Operador de Envasado,2862,928,415,974,4205,5179,2025,,Oficinas Administrativas,
3747,Rafael Luis Delgado Garcia,Sostenibilidad,Coordinador de Agro,4791,1102,937,582,6830,7412,2025,,Planta Industrial,Full-Time
3748,Alberto Ricardo Garcia Mendoza,Finanzas,Controller Financiero,4237,1421,240,890,5898,6788,2025,,Centros de Distribucion,
3749,Diego Hugo Herrera Gonzalez,People (RRHH),Reclutador (Trainee),3990,322,612,394,4924,5318,2025,,Centros de Distribucion,Full-Time
3750,Rosa Silvia Rojas Ramirez,Marketing,Trade Marketing,4971,656,671,1233,6298,7531,2025,,Centros de Distribucion,Full-Time
3751,Alberto Alberto Garcia Delgado,Operaciones (Supply),Maestro Cervecero,2107,1094,422,800,3623,4423,2025,,Centros de Distribucion,Full-Time
3752,Hugo Miguel Ramirez Castro,Logistica,Gestor de Flota,3013,1309,770,841,5092,5933,2025,,Centros de Distribucion,Part-Time
3753,Monica Elena Ortega Perez,Sostenibilidad,Coordinador de Agro,3873,744,135,465,4752,5217,2025,,Oficinas Administrativas,Part-Time
3754,Andres Raul Sanchez Rojas,Logistica,Gestor de Flota,1835,367,494,382,2696,3078,2025,,Oficina Regional,Full-Time
3755,Diego Luis Gonzalez Suarez,Marketing,Trade Marketing,4497,1168,925,633,6590,7223,2025,,Centros de Distribucion,Part-Time
3756,Ana Ana Rojas Morales,Operaciones (Supply),Maestro Cervecero,1940,1262,942,1456,4144,5600,2025,,Planta Industrial (Matriz),Full-Time
3757,Gabriela Patricia Rojas Morales,People (RRHH),Reclutador (Trainee),4545,139,405,979,5089,6068,2025,,Oficina Regional,Part-Time
3758,Juan Mario Herrera Rojas,Operaciones (Supply),Maestro Cervecero,1590,124,266,1141,1980,3121,2025,,Oficina Regional,Full-Time
3759,Maria Paula Lopez Garcia,Tecnologia (Tech),Analista de Datos,3173,702,938,400,4813,5213,2025,,Planta Industrial (Matriz),Part-Time
3760,Andrea Camila Rodriguez Lopez,Marketing,Brand Manager,3238,462,170,403,3870,4273,2025,,Centros de Distribucion,Full-Time
3761,Eduardo Hugo Ortega Herrera,People (RRHH),Business Partner,4648,1413,539,1205,6600,7805,2025,,Planta Industrial,Full-Time
